"Cleaned_Measure","reporter_desc","partner_desc","Total_Net_Wgt"
"Import","Spain","Mauritius",23420892.46
"Export","Spain","Poland",1220749.864
"Export","Spain","France",50392147.676
"Export","Spain","China, Hong Kong SAR",13331.22
"Import","Spain","Madagascar",2371194
"Import","Spain","France",369260.64
"Export","Spain","Cyprus",143448.452
"Export","Spain","Madagascar",116.16
"Export","Spain","Cuba",1074226.868
"Export","Spain","Gibraltar",53259.416
"Export","Spain","Australia",63685.836
"Import","Spain","Thailand",1533900
"Export","Spain","Bunkers",56328.5
"Export","Spain","USA",884565.386
"Export","Spain","Estonia",145281.3
"Export","Spain","United Arab Emirates",47775.404
"Import","Spain","Cabo Verde",8318450
"Export","Spain","Canada",24164.088
"Export","Spain","Latvia",327772.624
"Export","Spain","Sweden",1183178.638
"Import","Spain","Morocco",56497.5
"Export","Spain","Dominican Rep.",236939.48
"Export","Spain","Serbia",201287.2
"Import","Sweden","Germany",451000
"Import","Sweden","Mauritius",1109000
"Import","Sweden","Denmark",48662.593
"Import","Sweden","Norway",22.054
"Export","Sweden","Latvia",2722.032
"Import","Sweden","Spain",663313.34
"Import","Sweden","Netherlands",331443.43
"Export","Sweden","Germany",3000
"Export","Sweden","Finland",11111.935
"Import","Sweden","Thailand",1037000
"Import","Sweden","Italy",49158.254
"Import","Sweden","Philippines",1134000
"Import","Sweden","Latvia",10226.361
"Import","Switzerland","United Kingdom",7
"Import","Switzerland","Côte d'Ivoire",612
"Import","Switzerland","Netherlands",11584
"Import","Switzerland","Portugal",102897
"Import","Switzerland","India",903
"Import","Switzerland","Algeria",20
"Import","Switzerland","Ghana",523748
"Import","Switzerland","Thailand",6332554
"Import","Switzerland","China",375
"Import","Switzerland","Philippines",512344
"Import","Switzerland","Madagascar",1091
"Import","Switzerland","Ecuador",69867
"Import","Switzerland","Mauritius",121000
"Import","Switzerland","Lebanon",173
"Import","Switzerland","Italy",731984.103
"Import","Switzerland","Indonesia",311319
"Import","Switzerland","Germany",180346
"Import","Switzerland","France",13768
"Export","Switzerland","Austria",1
"Import","Switzerland","Austria",3270
"Import","Switzerland","Spain",364316
"Import","Switzerland","Maldives",516008
"Import","Switzerland","Viet Nam",422456
"Import","Switzerland","Seychelles",818
"Export","Tunisia","France",280443
"Export","Tunisia","Libya",4407216
"Export","Tunisia","Canada",60497
"Export","Türkiye","Finland",9
"Export","Türkiye","Syria",150774
"Export","Türkiye","Afghanistan",28
"Export","Türkiye","Côte d'Ivoire",10606
"Export","Türkiye","Antigua and Barbuda",344
"Export","Türkiye","Japan",158
"Export","Türkiye","France",58
"Export","Türkiye","Denmark",31211
"Import","Türkiye","China",2981414
"Export","Türkiye","Malta",2667
"Export","Türkiye","Gibraltar",44
"Export","Türkiye","Cayman Isds",122
"Export","Türkiye","Spain",66
"Export","Türkiye","Israel",71799
"Export","Türkiye","Sweden",16241
"Export","Türkiye","Cook Isds",9
"Export","Türkiye","Indonesia",9
"Export","Türkiye","Colombia",14
"Export","Türkiye","Albania",101987
"Export","Türkiye","Bahamas",620
"Export","Türkiye","China, Hong Kong SAR",491
"Export","Türkiye","Saint Kitts and Nevis",6
"Export","Türkiye","USA",27
"Export","Türkiye","Azerbaijan",53740
"Export","Türkiye","Germany",51104
"Export","Türkiye","United Rep. of Tanzania",18
"Export","Türkiye","Marshall Isds",3331
"Export","Türkiye","Greece",565
"Export","Türkiye","Liberia",3482
"Export","Türkiye","Ireland",4
"Export","Türkiye","Luxembourg",10
"Export","Türkiye","Philippines",132
"Export","Türkiye","United Kingdom",9986
"Export","Türkiye","Netherlands",5220
"Export","Türkiye","Norway",392
"Import","Türkiye","Germany",10902
"Import","Türkiye","Ghana",3683
"Export","Türkiye","Lebanon",221096
"Export","Türkiye","Panama",2667
"Export","Türkiye","Libya",422931
"Export","Türkiye","Belize",83
"Export","Türkiye","Singapore",1009
"Export","Türkiye","Barbados",355
"Import","Türkiye","Netherlands",17
"Export","Türkiye","Portugal",610
"Export","Türkiye","Russian Federation",1466
"Export","Türkiye","Italy",909
"Export","Ukraine","Japan",16.56
"Import","Ukraine","Viet Nam",103787.04
"Import","Ukraine","Ecuador",134102.72
"Import","Ukraine","El Salvador",5708.72
"Export","Ukraine","Germany",0.92
"Export","Ukraine","Liberia",24.84
"Export","Ukraine","Norway",11.52
"Export","Ukraine","Denmark",9.25
"Export","Ukraine","Singapore",39.82
"Import","Ukraine","Thailand",1683878.18
"Import","Ukraine","Croatia",15798.24
"Import","Ukraine","Mauritius",26236.08
"Import","Ukraine","Greece",15412.43
"Export","Ukraine","Panama",18.72
"Import","Ukraine","Italy",94818.69
"Import","Ukraine","Belgium",2367.15
"Import","Ukraine","Spain",245571.02
"Import","Ukraine","Portugal",766.68
"Export","North Macedonia","Albania",9217
"Import","North Macedonia","Thailand",1155929
"Import","North Macedonia","Philippines",90452
"Import","North Macedonia","Viet Nam",260718
"Import","North Macedonia","Indonesia",35640
"Export","North Macedonia","Serbia",9616
"Import","North Macedonia","Croatia",44148
"Import","Egypt","Italy",189953.786
"Import","Egypt","Viet Nam",3624204.611
"Import","Egypt","Thailand",44332864.852
"Import","Egypt","Indonesia",512823.12
"Import","Egypt","Spain",23336.033
"Import","United Kingdom","Germany",317572
"Export","United Kingdom","Kuwait",27792
"Import","United Kingdom","France",280922
"Import","United Kingdom","Seychelles",25259376
"Export","United Kingdom","China, Hong Kong SAR",32408
"Export","United Kingdom","Qatar",6948
"Export","United Kingdom","Areas, nes",77681.154
"Import","United Kingdom","Spain",19976190
"Export","United Kingdom","Australia",9592
"Import","United Kingdom","Thailand",2743716
"Export","United Kingdom","Italy",12180
"Export","United Kingdom","Ghana",13954
"Import","United Kingdom","Ecuador",55797208
"Export","United Kingdom","France",93040
"Export","United Kingdom","Ecuador",38172.162
"Import","United Kingdom","Portugal",2741366
"Export","United Kingdom","Singapore",9122
"Import","United Kingdom","Mauritius",28541278
"Import","United Kingdom","Philippines",14261312
"Import","United Kingdom","Ireland",481672
"Import","United Kingdom","Italy",308338
"Export","United Kingdom","Ireland",175143.212
"Import","United Kingdom","Maldives",5383720
"Export","United Kingdom","Gibraltar",28314
"Import","United Kingdom","Papua New Guinea",3766940
"Export","United Kingdom","Falkland Isds (Malvinas)",2076
"Export","United Kingdom","Philippines",70400
"Export","United Kingdom","Malaysia",54726
"Import","United Kingdom","Peru",6252214
"Import","United Kingdom","Indonesia",5566712
"Import","United Kingdom","Romania",846
"Import","United Kingdom","Other Asia, nes",3600
"Import","United Kingdom","Netherlands",2514
"Import","United Kingdom","Hungary",490
"Export","United Kingdom","United Arab Emirates",27854.308
"Import","United Kingdom","Ghana",20382816
"Import","United Kingdom","New Zealand",27474
"Import","United Rep. of Tanzania","United Arab Emirates",13464
"Import","United Rep. of Tanzania","United Kingdom",1030.84
"Import","USA","Japan",82973.001
"Import","USA","Croatia",22073.991
"Export","USA","Saint Lucia",15336
"Import","USA","Philippines",7325875.31
"Export","USA","Panama",24178
"Export","USA","Anguilla",34040
"Export","USA","Bahamas",121725
"Import","USA","Italy",369486.08
"Import","USA","Viet Nam",27599616.04
"Export","USA","Sint Maarten",58049
"Import","USA","El Salvador",901302.87
"Import","USA","Thailand",114951096.531
"Export","USA","Honduras",60925
"Import","USA","Colombia",1501249.898
"Export","USA","Venezuela",188114
"Export","USA","Trinidad and Tobago",93635
"Export","USA","Barbados",462200
"Import","USA","Spain",1018884.43
"Export","USA","Netherlands",2824
"Export","USA","Mexico",130500
"Import","USA","Jamaica",29961
"Export","USA","Jamaica",61325
"Import","USA","Honduras",19407
"Export","USA","Philippines",299008
"Import","USA","Other Asia, nes",21035
"Import","USA","Ecuador",30450965.255
"Import","USA","Fiji",15206185.601
"Import","USA","China",505627.161
"Export","USA","Canada",336104
"Export","USA","Cayman Isds",69649
"Export","USA","Aruba",71523
"Import","USA","Côte d'Ivoire",200646.916
"Export","USA","Saint Kitts and Nevis",97634
"Export","USA","Turks and Caicos Isds",46756
"Import","USA","Mexico",13455390.569
"Import","USA","Trinidad and Tobago",2325
"Import","USA","Canada",189770.876
"Export","USA","Australia",147280
"Import","USA","Cabo Verde",381957.384
"Import","USA","Cayman Isds",2675
"Export","USA","Other Asia, nes",21035
"Export","USA","Guatemala",22930
"Import","USA","Indonesia",14691971.385
"Import","USA","Senegal",14159512.854
"Import","USA","Morocco",48803.44
"Import","USA","Rep. of Korea",905663.861
"Import","USA","Costa Rica",3565172.641
"Import","USA","Mauritius",6676173.905
"Import","USA","Sint Maarten",11215
"Import","USA","Portugal",503188.085
"Import","USA","Aruba",30747
"Export","USA","Costa Rica",31503
"Import","Uruguay","Ecuador",1857990.1
"Import","Uruguay","Brazil",339746.2
"Import","Uruguay","Spain",46874.16
"Import","Uzbekistan","Spain",386.8
"Import","Uzbekistan","Russian Federation",45250
"Import","Uzbekistan","Türkiye",113509.2
"Export","Samoa","American Samoa",3
"Import","Samoa","Singapore",2418.72
"Import","Zambia","Thailand",20352.64
"Import","Zambia","South Africa",16334.36
"Import","Zambia","China",13
"Import","Angola","United Arab Emirates",52730
"Import","Antigua and Barbuda","Sint Maarten",101.038
"Import","Antigua and Barbuda","United Kingdom",1512.94
"Import","Antigua and Barbuda","Other Asia, nes",3613.698
"Import","Azerbaijan","Thailand",43278.7
"Import","Azerbaijan","Türkiye",48596.5
"Import","Australia","Portugal",8565.07
"Import","Australia","Other Asia, nes",317
"Export","Australia","Philippines",322.76
"Export","Australia","China, Hong Kong SAR",4406.27
"Export","Australia","Vanuatu",1268.02
"Import","Austria","Viet Nam",342026
"Import","Austria","Portugal",828867
"Import","Austria","Slovenia",128674
"Export","Austria","Albania",76
"Export","Austria","Georgia",982
"Import","Austria","Hungary",23403
"Import","Austria","Greece",8600
"Import","Austria","Philippines",34064
"Import","Bahrain","Iran",12259
"Import","Armenia","Russian Federation",16530.56
"Import","Armenia","Ecuador",13863.68
"Export","Barbados","Canada",6
"Import","Barbados","Türkiye",207000
"Import","Barbados","Costa Rica",60677
"Import","Barbados","Singapore",19800
"Import","Belgium","Viet Nam",118713
"Export","Belgium","Congo",220.8
"Export","Belgium","USA",1436.16
"Export","Belgium","Senegal",993.6
"Import","Bermuda","Jamaica",599
"Import","Bolivia (Plurinational State of)","Thailand",56967.025
"Import","Bosnia Herzegovina","Bulgaria",6220.8
"Import","Bosnia Herzegovina","Papua New Guinea",979.2
"Import","Bosnia Herzegovina","Poland",1844.48
"Import","Bosnia Herzegovina","Ecuador",57544.14
"Export","Brazil","Rep. of Korea",19
"Export","Brazil","Venezuela",1073761
"Export","Brazil","Angola",17124
"Export","Brazil","Dominican Rep.",979956
"Export","Brazil","India",4
"Export","Brazil","Norway",742
"Import","Brunei Darussalam","Philippines",24709
"Import","Brunei Darussalam","Singapore",19246
"Export","Bulgaria","Serbia",192208
"Export","Bulgaria","Bosnia Herzegovina",14580
"Export","Bulgaria","Netherlands",30
"Export","Bulgaria","Croatia",7464
"Import","Bulgaria","Portugal",965
"Export","Bulgaria","Montenegro",9782
"Export","Bulgaria","Cyprus",21988
"Export","Bulgaria","Ireland",385
"Export","Bulgaria","Greece",25003
"Import","Myanmar","Thailand",91404
"Export","Belarus","Russian Federation",2528
"Import","Cambodia","United Kingdom",93.3
"Import","Cambodia","Philippines",13192.1
"Import","Canada","Algeria",103528
"Import","Canada","Canada",1692
"Export","Canada","France",28
"Import","Canada","Peru",444
"Import","Canada","Poland",6644
"Import","Canada","South Africa",20
"Import","Canada","Bahamas",2783
"Import","Canada","Costa Rica",171170
"Export","Canada","Bahamas",2783
"Import","Canada","Tunisia",117778
"Export","China","Cuba",370728
"Import","China","Other Asia, nes",7042
"Export","China","Singapore",288
"Export","China","Philippines",1595320
"Export","China","Morocco",383495
"Export","China","Egypt",298853
"Import","China","Japan",771
"Export","China","Tunisia",102000
"Export","China","Guatemala",1346640
"Import","Colombia","Spain",1865.96
"Import","Colombia","Portugal",20898.75
"Import","Dem. Rep. of the Congo","Lebanon",66572
"Export","Croatia","Ireland",26.922
"Import","Cyprus","Philippines",220192
"Import","Czechia","Austria",1131
"Export","Czechia","Spain",757.877
"Export","Czechia","Serbia",1080
"Import","Czechia","Côte d'Ivoire",33264
"Export","Czechia","Seychelles",40
"Export","Czechia","Denmark",1
"Import","Czechia","Israel",1
"Import","Benin","United Arab Emirates",883.64
"Import","Benin","Nigeria",624
"Import","Benin","Portugal",348
"Export","Denmark","Slovenia",716
"Import","Denmark","China",11549
"Import","Denmark","Czechia",1
"Import","Denmark","Finland",4136
"Import","Denmark","Portugal",1724
"Export","Denmark","Czechia",237
"Import","Denmark","Papua New Guinea",17033
"Import","Denmark","United Kingdom",1
"Export","Denmark","Netherlands",5293
"Export","Denmark","Lithuania",26
"Export","Dominican Rep.","Panama",284.99
"Export","Dominican Rep.","Mexico",189.02
"Import","Dominican Rep.","El Salvador",26256
"Import","Dominican Rep.","Rep. of Korea",4.064
"Export","Dominican Rep.","Russian Federation",623.43
"Export","Dominican Rep.","United Kingdom",934.55
"Export","Dominican Rep.","Germany",455.33
"Export","Dominican Rep.","Spain",5663.35
"Export","Dominican Rep.","France",35
"Export","Dominican Rep.","Curaçao",12
"Export","El Salvador","Czechia",46443
"Export","El Salvador","Trinidad and Tobago",40743
"Import","Estonia","Indonesia",33667.12
"Import","Estonia","Belarus",132
"Import","Estonia","Italy",2992.9
"Export","Estonia","Lithuania",212.64
"Import","Estonia","Netherlands",2346.62
"Import","Fiji","Areas, nes",890471
"Export","Fiji","Canada",396.47
"Export","Fiji","New Zealand",138659.5
"Export","Fiji","Areas, nes",890471
"Import","Fiji","Australia",1439.1
"Import","Fiji","Solomon Isds",224903
"Export","Fiji","Australia",16795.82
"Import","Finland","France",1123
"Import","Finland","Ireland",577
"Import","Finland","El Salvador",208758
"Import","Finland","Ecuador",224787
"Import","Finland","Portugal",10635
"Import","Finland","USA",1
"Import","France","Rep. of Korea",5246
"Import","France","United Kingdom",32.158
"Export","France","Rwanda",629
"Export","France","Sweden",184
"Export","France","China, Hong Kong SAR",1579
"Import","France","Philippines",394068
"Export","France","Greece",344
"Import","France","Canada",4.793
"Export","France","Saint Pierre and Miquelon",3629
"Export","France","Slovakia",90
"Import","French Polynesia","Viet Nam",631.96
"Import","French Polynesia","Ecuador",528.842
"Import","Georgia","Italy",8161.6
"Import","Georgia","Spain",25637.64
"Import","Georgia","Latvia",10705.52
"Import","Georgia","Austria",1966.08
"Import","State of Palestine","Viet Nam",26898.155
"Export","Germany","Mali",954
"Import","Germany","El Salvador",239061
"Export","Germany","Iceland",42837
"Export","Germany","Greece",159926
"Import","Germany","Seychelles",717485
"Export","Germany","India",39
"Export","Germany","Ethiopia",160
"Import","Germany","Latvia",34870
"Export","Germany","Maldives",918
"Export","Ghana","Denmark",290340.4
"Import","Ghana","Lebanon",10675.27
"Export","Ghana","Togo",449750.4
"Import","Ghana","Netherlands",2847.48
"Import","Ghana","Singapore",5688.16
"Import","Ghana","Spain",7203.44
"Export","Ghana","Belgium",1390782.2
"Export","Ghana","Croatia",87638.4
"Import","Greece","El Salvador",17499
"Import","Greece","Viet Nam",170496
"Export","Greece","Hungary",11714
"Export","Greece","Australia",57
"Export","Greece","Slovenia",2150
"Export","Greece","Croatia",6020
"Export","Greece","Albania",3672
"Export","Greece","Lithuania",2580
"Import","Greece","France",344
"Export","Greece","Spain",61605
"Export","Greece","USA",53695
"Import","Guatemala","Japan",50
"Import","Guatemala","Thailand",325800
"Import","Guyana","USA",10435.5
"Export","China, Hong Kong SAR","Thailand",1092
"Import","China, Hong Kong SAR","Singapore",6507
"Import","Hungary","Poland",154061.4
"Export","Hungary","United Kingdom",4736
"Import","Hungary","Portugal",285910.63
"Import","Hungary","Latvia",16522.28
"Import","Iceland","Mauritius",61971
"Import","Iceland","El Salvador",6418
"Import","Iceland","Netherlands",7943
"Import","Iceland","Philippines",13477
"Import","Iceland","Ghana",24700
"Export","Indonesia","Angola",15624
"Import","Indonesia","Singapore",83
"Export","Indonesia","Algeria",125000
"Export","Indonesia","China, Hong Kong SAR",259.2
"Export","Indonesia","Other Asia, nes",58608
"Export","Indonesia","United Arab Emirates",64660.8
"Export","Indonesia","Philippines",100
"Export","Indonesia","Serbia",268512
"Export","Indonesia","Iraq",13920
"Import","Ireland","Rep. of Korea",28.416
"Import","Ireland","Japan",4.173
"Import","Ireland","Portugal",13590
"Import","Ireland","Netherlands",34968
"Import","Ireland","Thailand",88948
"Import","Ireland","Mauritania",92
"Import","Israel","China, Hong Kong SAR",54520.8
"Export","Israel","Germany",27425.313
"Import","Italy","Slovakia",20
"Export","Italy","Ethiopia",1714
"Import","Italy","Denmark",12130
"Export","Italy","Togo",3276
"Export","Italy","Japan",20742
"Export","Italy","Georgia",7626
"Export","Italy","Kazakhstan",18026
"Export","Italy","Norway",9590
"Export","Italy","Iraq",93946
"Export","Italy","Rep. of Korea",133412
"Export","Italy","Uzbekistan",2150
"Export","Italy","South Africa",18470
"Export","Italy","Kuwait",194736
"Import","Japan","Iran",704
"Export","Japan","Indonesia",9602
"Export","Japan","Rep. of Korea",59482
"Import","Japan","Italy",4055
"Import","Japan","Portugal",2028
"Export","Japan","United Arab Emirates",2674
"Export","Japan","Philippines",7115
"Import","Japan","Maldives",200344
"Export","Jordan","Tunisia",71906.562
"Export","Kenya","Malta",134
"Import","Kenya","Malta",134
"Export","Rep. of Korea","Indonesia",10122
"Import","Rep. of Korea","Portugal",1345.92
"Export","Rep. of Korea","Kuwait",2.1
"Export","Rep. of Korea","Kazakhstan",47799.533
"Export","Rep. of Korea","Bangladesh",1733.45
"Import","Rep. of Korea","United Kingdom",5.81
"Import","Rep. of Korea","Malaysia",3.562
"Import","Kuwait","Mauritius",936.04
"Import","Kuwait","Viet Nam",65481.204
"Export","Kuwait","United Arab Emirates",5755.838
"Import","Kuwait","United Arab Emirates",5755.838
"Import","Kuwait","Italy",244705.964
"Import","Kuwait","USA",11212.891
"Export","Latvia","Czechia",23766
"Import","Latvia","Poland",5118
"Export","Latvia","Uzbekistan",14135
"Import","Latvia","Netherlands",724
"Export","Latvia","Israel",7730
"Import","Latvia","Indonesia",15984
"Export","Latvia","Hungary",16837
"Export","Latvia","Ukraine",86529
"Import","Lithuania","Greece",860
"Import","Lithuania","Poland",18537
"Export","Lithuania","Bulgaria",18700
"Import","Luxembourg","Ireland",246
"Import","Luxembourg","Mexico",30.88
"Import","Luxembourg","China",134.64
"Import","Luxembourg","Areas, nes",20
"Import","Luxembourg","Norway",28
"Import","Luxembourg","United Kingdom",94.98
"Import","Luxembourg","Israel",19.6
"Import","Luxembourg","Türkiye",426
"Import","China, Macao SAR","China",4021
"Export","Madagascar","Morocco",526552.8
"Export","Madagascar","Italy",1487700
"Export","Madagascar","Germany",7902274
"Import","Malaysia","Mauritius",4538.1
"Import","Mauritius","Italy",926
"Import","Mauritius","China",5632
"Import","Rep. of Moldova","Russian Federation",14400
"Import","Montenegro","Bulgaria",6104.83
"Export","Morocco","Canada",43017.6
"Export","Morocco","Suriname",645.12
"Import","Morocco","Rep. of Korea",284
"Import","Morocco","Tunisia",53818.82
"Export","Morocco","Spain",7376
"Import","Mozambique","Portugal",779831
"Import","Mozambique","China",52182
"Export","Oman","Jordan",32943.183
"Export","Oman","Qatar",162.271
"Export","Oman","Libya",994143.641
"Import","Oman","Qatar",811.227
"Import","Namibia","Portugal",3174
"Import","Namibia","Japan",2
"Import","Namibia","Botswana",226
"Import","Netherlands","Madagascar",1485400
"Import","Netherlands","Colombia",4
"Import","Netherlands","USA",2
"Import","New Zealand","American Samoa",3367
"Import","New Zealand","Tonga",11336
"Export","New Zealand","Niue",10787
"Import","New Zealand","Cook Isds",27280
"Export","New Zealand","Cook Isds",38276
"Export","New Zealand","Samoa",244
"Import","New Zealand","USA",10
"Import","New Zealand","France",13
"Import","New Zealand","Philippines",54710
"Import","Nicaragua","Rep. of Korea",542.18
"Import","Nicaragua","Mexico",37860.5
"Import","Norway","Philippines",50270
"Import","Norway","Poland",56
"Import","Norway","Germany",474
"Import","Norway","Portugal",7373
"Import","Pakistan","Thailand",30496
"Export","Panama","Honduras",4163
"Export","Panama","Barbados",68
"Export","Panama","El Salvador",6233
"Import","Panama","China",449045
"Import","Paraguay","Thailand",253521.7
"Import","Philippines","Viet Nam",144642
"Import","Philippines","Switzerland",4.07
"Export","Philippines","Switzerland",2600.64
"Export","Philippines","Norway",50146.7
"Import","Philippines","Rep. of Korea",44924.98
"Export","Philippines","China",715160.121
"Export","Philippines","Australia",257680.623
"Export","Philippines","China, Hong Kong SAR",64561.946
"Export","Philippines","Guam",9409.913
"Export","Philippines","France",191256.646
"Export","Philippines","Malta",257772.182
"Export","Philippines","Romania",206488.7
"Export","Philippines","New Zealand",57873.147
"Export","Poland","Libya",18373
"Import","Poland","Indonesia",16516
"Export","Poland","Slovakia",978
"Export","Poland","Serbia",10012
"Export","Poland","Romania",87071
"Import","Poland","Philippines",797973
"Import","Poland","Greece",19801
"Export","Poland","Cyprus",7.742
"Export","Poland","Norway",584
"Export","Portugal","Brazil",58324
"Import","Portugal","Singapore",5
"Export","Portugal","Guinea",132
"Export","Portugal","Slovakia",3594
"Export","Portugal","Japan",2754
"Export","Portugal","Venezuela",14210
"Export","Portugal","Singapore",2270
"Export","Portugal","Colombia",63570
"Export","Portugal","Hungary",316497.018
"Export","Portugal","Cameroon",8
"Export","Portugal","Sweden",835354
"Export","Portugal","Other Asia, nes",506
"Import","Qatar","Tunisia",14985
"Import","Romania","Ecuador",277574.8
"Import","Romania","Philippines",96791.9
"Import","Rwanda","Zambia",115
"Export","Rwanda","Zambia",115
"Import","Saint Vincent and the Grenadines","Thailand",862.157
"Import","Saint Vincent and the Grenadines","USA",409.77
"Import","Saint Vincent and the Grenadines","Viet Nam",39.69
"Import","Serbia","China",643965
"Import","Serbia","Mauritius",4968
"Import","Serbia","Germany",5304
"Export","Serbia","Montenegro",35204
"Import","Serbia","Spain",190271
"Import","Serbia","Poland",17313
"Export","Seychelles","Denmark",804510.6
"Export","Seychelles","Lithuania",137739.4
"Export","Seychelles","Finland",630923.4
"Export","India","Singapore",10800
"Export","India","United Arab Emirates",207456
"Export","India","Libya",22342
"Export","Singapore","Bangladesh",2973.76
"Export","Singapore","Indonesia",420.76
"Import","Singapore","India",11136
"Export","Singapore","Rep. of Korea",43507.1
"Export","Singapore","Brunei Darussalam",17131.14
"Import","Singapore","Sri Lanka",112.38
"Import","Singapore","Türkiye",112.5
"Import","Singapore","Brunei Darussalam",12
"Import","Singapore","Israel",523.64
"Import","Slovakia","Thailand",14423
"Export","Slovakia","Italy",14
"Import","Slovakia","Austria",588
"Export","Slovakia","Malta",5
"Import","Slovakia","Philippines",86881
"Export","Viet Nam","Iraq",238097.867
"Import","Viet Nam","Thailand",38220.043
"Export","Viet Nam","Singapore",17719.691
"Import","Viet Nam","Côte d'Ivoire",2638.024
"Export","Viet Nam","Bulgaria",50509.63
"Import","Viet Nam","Spain",8518.422
"Import","Slovenia","Sweden",3.15
"Export","Slovenia","North Macedonia",2524.8
"Export","Slovenia","Australia",5369.21
"Import","Slovenia","Colombia",2581.572
"Export","Slovenia","Albania",23018.26
"Import","South Africa","Spain",119003.21
"Export","South Africa","Seychelles",526.68
"Export","South Africa","Uganda",1708
"Import","South Africa","France",21.01
"Export","Spain","Rep. of Moldova",232100.3
"Import","Spain","Other Europe, nes",250.29
"Import","Spain","Romania",163.2
"Export","Spain","Argentina",41748.48
"Export","Spain","Lebanon",5836.64
"Import","Spain","Argentina",36030.8
"Import","Spain","Sweden",2212.8
"Export","Spain","Ghana",7136.96
"Import","Spain","Rep. of Moldova",1090.6
"Import","Spain","Belgium",103907.274
"Export","Spain","Saudi Arabia",112142.58
"Import","Spain","United Kingdom",4368.64
"Export","Spain","Luxembourg",23478.328
"Export","Spain","Guinea-Bissau",7528.36
"Export","Spain","Japan",2322.048
"Export","Spain","Albania",59605.44
"Export","Sweden","Norway",7419.252
"Import","Sweden","Croatia",5021.75
"Import","Sweden","Türkiye",39000
"Import","Sweden","France",43.99
"Import","Switzerland","Belgium",749
"Import","Switzerland","Israel",80
"Import","Switzerland","Tunisia",53
"Import","Switzerland","Greece",605
"Import","Togo","Ghana",112995
"Export","Tunisia","USA",17383
"Import","Tunisia","Thailand",61440
"Export","Tunisia","Jordan",8925
"Export","Tunisia","Syria",15360
"Import","Türkiye","Viet Nam",78027
"Export","Türkiye","United Arab Emirates",210
"Export","Türkiye","Somalia",282
"Export","Türkiye","Areas, nes",12
"Export","Türkiye","Tajikistan",1365
"Export","Türkiye","Georgia",7114
"Export","Türkiye","Bulgaria",1871
"Export","Türkiye","Belgium",29
"Export","Türkiye","Rep. of Moldova",8
"Export","Ukraine","Georgia",7.4
"Import","Ukraine","Latvia",31643.26
"Export","Ukraine","Austria",4.44
"Import","Ukraine","Bulgaria",15781.68
"Import","North Macedonia","Mauritius",685
"Import","North Macedonia","Italy",29107
"Import","North Macedonia","Tunisia",14112
"Import","Egypt","Latvia",6.101
"Export","Egypt","Sudan",10729.599
"Import","United Kingdom","Rep. of Korea",33342
"Export","United Kingdom","Portugal",18
"Export","United Kingdom","New Zealand",1558
"Export","United Kingdom","Spain",13986
"Export","United Kingdom","Oman",180
"Export","United Kingdom","Netherlands",7580
"Export","United Kingdom","Germany",34
"Export","United Kingdom","Belgium",6
"Import","United Rep. of Tanzania","Italy",573
"Export","USA","Grenada",15338
"Export","USA","Dominican Rep.",87883
"Import","USA","Barbados",33776
"Export","USA","France",1022
"Export","USA","Bermuda",42060
"Export","USA","Belize",183914
"Export","USA","Cuba",12254
"Import","USA","Bermuda",18566
"Import","USA","Latvia",4627.571
"Import","USA","Dominican Rep.",16471
"Import","USA","Bahamas",5421
"Import","USA","Peru",505916.012
"Import","USA","Guatemala",18980
"Import","Uzbekistan","Rep. of Korea",4729.688
"Import","Zambia","Germany",5
"Export","Angola","Cuba",1064
"Import","Angola","Brazil",39035.2
"Import","Angola","China",1027200
"Import","Angola","France",37382
"Import","Angola","South Africa",10413.976
"Import","Angola","Japan",500
"Import","Antigua and Barbuda","Thailand",58072.44
"Import","Australia","Iran",14064
"Export","Australia","Norfolk Isds",927
"Import","Australia","Solomon Isds",76301.7
"Export","Australia","Nauru",882.12
"Export","Australia","Christmas Isds",1325.59
"Import","Austria","Rep. of Korea",4104
"Export","Austria","Netherlands",136891
"Import","Austria","Denmark",461
"Import","Austria","Croatia",186
"Import","Bahrain","Spain",2462.876
"Import","Bahrain","Oman",5815.175
"Import","Bahrain","China",834
"Export","Belgium","Spain",3373.79
"Import","Belgium","Luxembourg",51904.17
"Import","Bermuda","Canada",1181
"Import","Bolivia (Plurinational State of)","Peru",8607.247
"Import","Bosnia Herzegovina","Slovenia",3222.6
"Import","Botswana","Thailand",53446.6
"Export","Brazil","Bahrain",107
"Export","Brazil","Belize",40
"Export","Brazil","Cayman Isds",69.958
"Export","Brazil","Gibraltar",39
"Export","Brazil","Paraguay",49323
"Import","Brunei Darussalam","Indonesia",31378
"Import","Brunei Darussalam","Rep. of Korea",180
"Export","Bulgaria","France",2858
"Import","Bulgaria","Netherlands",22027
"Import","Bulgaria","Greece",3886
"Import","Bulgaria","Morocco",11695.762
"Import","Bulgaria","France",20866
"Import","Myanmar","Rep. of Korea",144
"Export","Canada","Saint Kitts and Nevis",5794
"Export","Canada","Cayman Isds",16024
"Export","Canada","China, Hong Kong SAR",160
"Import","Canada","Iran",11202
"Import","Canada","Trinidad and Tobago",21837
"Import","Canada","Montserrat",432
"Export","Canada","Ecuador",5326
"Import","Canada","Greece",180.912
"Export","Canada","Montserrat",432
"Import","Canada","Ecuador",2393796
"Import","Canada","Saint Kitts and Nevis",5794
"Export","Canada","Trinidad and Tobago",21837
